CUSTOMERID,COUNTRY,IS_UK,IS_GERMANY,IS_FRANCE,IS_EIRE,IS_SPAIN,TOTAL_ORDERS,TOTAL_ITEMS,TOTAL_SPENT,AVG_ITEMS_PER_ORDER,AVG_REVENUE_PER_ORDER,CLV_PER_DAY,RECENCY_DAYS,CUSTOMER_LIFETIME_DAYS,RETURN_RATIO,FIRST_PURCHASE_DATE,LAST_PURCHASE_DATE
14472.0,United Kingdom,true,false,false,false,false,8,1160,1936.84,4.128114,242.105,7.655494071,5005,252,0,2010-12-19,2011-08-28
17343.0,United Kingdom,true,false,false,false,false,1,56,193.64,3.294118,193.64,193.64,5257,0,0,2010-12-19,2010-12-19
13104.0,United Kingdom,true,false,false,false,false,6,504,1098.48,25.2,183.08,3.120681818,4905,351,0,2010-12-20,2011-12-06
15527.0,United Kingdom,true,false,false,false,false,10,988,2348.82,5.951807,234.882,6.969792285,4920,336,0.018072,2010-12-20,2011-11-21
15208.0,United Kingdom,true,false,false,false,false,6,314,867.62,7.302326,144.603333333,2.457847025,4903,352,0.023256,2010-12-21,2011-12-08
13953.0,United Kingdom,true,false,false,false,false,7,2724,3515.68,136.2,502.24,10.160924855,4909,345,0,2010-12-22,2011-12-02
12383.0,Belgium,false,false,false,false,false,6,1529,1839.31,15.29,306.551666667,10.883491124,5086,168,0.01,2010-12-22,2011-06-08
15587.0,United Kingdom,true,false,false,false,false,4,312,913.68,34.666667,228.42,3.025430464,4952,301,0,2010-12-23,2011-10-20
12585.0,Germany,false,true,false,false,false,4,1258,1982.81,12.969072,495.7025,16.803474576,5136,117,0.103093,2010-12-23,2011-04-19
13680.0,United Kingdom,true,false,false,false,false,5,1267,2202.31,5.865741,440.462,6.496489676,4903,338,0.097222,2011-01-04,2011-12-08
12483.0,Sweden,false,false,false,false,false,13,1097,2327.13,13.54321,179.01,7.204736842,4919,322,0.074074,2011-01-04,2011-11-22
13253.0,United Kingdom,true,false,false,false,false,2,1572,1030.4,43.666667,515.2,5.6,5058,183,0,2011-01-04,2011-07-06
16112.0,United Kingdom,true,false,false,false,false,4,574,195.74,35.875,48.935,0.9986734694,5045,195,0,2011-01-05,2011-07-19
15266.0,United Kingdom,true,false,false,false,false,1,18,119.3,3,119.3,119.3,5240,0,0,2011-01-05,2011-01-05
12678.0,France,false,false,true,false,false,13,10899,17588.26,65.263473,1352.943076923,56.372628205,4944,311,0.011976,2010-12-21,2011-10-28
15046.0,United Kingdom,true,false,false,false,false,16,3307,5064.01,15.975845,316.500625,15.345484848,4911,329,0.004831,2011-01-05,2011-11-30
13082.0,United Kingdom,true,false,false,false,false,10,4313,3595.48,57.506667,359.548,16.880187793,5028,212,0.026667,2011-01-05,2011-08-05
17368.0,United Kingdom,true,false,false,false,false,9,680,1349.52,5.3125,149.946666667,4.284190476,4925,314,0.132813,2011-01-06,2011-11-16
14258.0,United Kingdom,true,false,false,false,false,10,7098,12650.08,63.375,1265.008,38.450091185,4911,328,0.008929,2011-01-06,2011-11-30
13187.0,United Kingdom,true,false,false,false,false,1,95,236.02,2.567568,236.02,236.02,5239,0,0,2011-01-06,2011-01-06
14672.0,United Kingdom,true,false,false,false,false,2,454,765.55,7.442623,382.775,7.432524272,5136,102,0,2011-01-07,2011-04-19
13162.0,United Kingdom,true,false,false,false,false,5,1663,1644.99,20.280488,328.998,7.722957746,5024,212,0.036585,2011-01-09,2011-08-09
17114.0,United Kingdom,true,false,false,false,false,10,210,747.22,1.555556,74.722,2.26430303,4907,329,0.059259,2011-01-09,2011-12-04
15059.0,United Kingdom,true,false,false,false,false,11,602,1325.82,2.518828,120.529090909,4.494305085,4942,294,0.008368,2011-01-09,2011-10-30
16748.0,United Kingdom,true,false,false,false,false,5,880,1515.9,12.753623,303.18,4.766981132,4919,317,0,2011-01-09,2011-11-22
13451.0,United Kingdom,true,false,false,false,false,6,2143,2916.45,4.826577,486.075,9.438349515,4928,308,0.002252,2011-01-09,2011-11-13
14794.0,United Kingdom,true,false,false,false,false,9,669,1272.11,8.158537,141.345555556,3.82015015,4904,332,0.02439,2011-01-09,2011-12-07
12539.0,Spain,false,false,false,false,true,5,2066,3852.5,7.540146,770.5,12.34775641,4924,311,0.00365,2011-01-10,2011-11-17
16850.0,United Kingdom,true,false,false,false,false,1,249,332.41,13.105263,332.41,332.41,5235,0,0,2011-01-10,2011-01-10
14321.0,United Kingdom,true,false,false,false,false,5,2406,1530.75,19.560976,306.15,4.724537037,4912,323,0,2011-01-10,2011-11-29
13107.0,United Kingdom,true,false,false,false,false,5,1288,1524.07,21.466667,304.814,5.255413793,4946,289,0.033333,2011-01-10,2011-10-26
12393.0,Australia,false,false,false,false,false,4,816,1582.6,12.75,395.65,6.063601533,4974,260,0,2011-01-11,2011-09-28
15370.0,United Kingdom,true,false,false,false,false,8,828,2360.55,8.715789,295.06875,8.056484642,4942,292,0.010526,2011-01-11,2011-10-30
16034.0,United Kingdom,true,false,false,false,false,3,242,437.7,11,145.9,3.194890511,5098,136,0,2011-01-11,2011-05-27
17365.0,United Kingdom,true,false,false,false,false,8,4777,4801.56,10.207265,600.195,14.958130841,4914,320,0,2011-01-11,2011-11-27
15189.0,United Kingdom,true,false,false,false,false,53,6035,15802.14,26.012931,298.153584906,47.596807229,4903,331,0.086207,2011-01-11,2011-12-08
12523.0,France,false,false,true,false,false,13,861,1745.57,7.827273,134.274615385,5.273625378,4903,330,0.036364,2011-01-12,2011-12-08
16655.0,United Kingdom,true,false,false,false,false,6,2367,3794.52,9.068966,632.42,12.046095238,4919,314,0,2011-01-12,2011-11-22
12359.0,Cyprus,false,false,false,false,false,6,1612,6245.53,6.346457,1040.921666667,19.217015385,4909,324,0.023622,2011-01-12,2011-12-02
14587.0,United Kingdom,true,false,false,false,false,10,759,1598.24,1.976563,159.824,5.089936306,4920,313,0.002604,2011-01-12,2011-11-21
14040.0,United Kingdom,true,false,false,false,false,15,1524,3542.19,6.323651,236.146,12.130787671,4942,291,0.024896,2011-01-12,2011-10-30
14514.0,United Kingdom,true,false,false,false,false,3,589,1055.35,8.068493,351.783333333,3.894280443,4963,270,0,2011-01-12,2011-10-09
17048.0,United Kingdom,true,false,false,false,false,6,474,864.32,9.875,144.053333333,3.983041475,5017,216,0.104167,2011-01-12,2011-08-16
14643.0,United Kingdom,true,false,false,false,false,3,755,668.61,22.205882,222.87,3.537619048,5072,188,0.088235,2010-12-16,2011-06-22
16282.0,United Kingdom,true,false,false,false,false,1,114,168.3,10.363636,168.3,168.3,5241,0,0,2011-01-04,2011-01-04
18226.0,United Kingdom,true,false,false,false,false,14,3459,5192.1,14.118367,370.864285714,17.307,4940,299,0.012245,2011-01-06,2011-11-01
12415.0,Australia,false,false,false,false,false,26,77242,123725.45,99.282776,4758.671153846,394.030095541,4926,313,0.079692,2011-01-06,2011-11-15
14209.0,United Kingdom,true,false,false,false,false,7,688,2067.13,7.818182,295.304285714,6.399783282,4912,322,0.011364,2011-01-11,2011-11-29
13993.0,United Kingdom,true,false,false,false,false,12,892,3409.66,7.136,284.138333333,11.403545151,4934,298,0.032,2011-01-13,2011-11-07
16153.0,United Kingdom,true,false,false,false,false,5,1073,1824.23,12.05618,364.846,5.961535948,4951,305,0,2010-12-20,2011-10-21
14978.0,United Kingdom,true,false,false,false,false,5,525,1931.42,2.430556,386.284,7.457220077,4974,258,0,2011-01-13,2011-09-28
16395.0,United Kingdom,true,false,false,false,false,5,1476,1486.9,7.028571,297.38,5.486715867,4962,270,0,2011-01-13,2011-10-10
15510.0,United Kingdom,true,false,false,false,false,1,2,250,2,250,250,5232,0,0,2011-01-13,2011-01-13
13614.0,United Kingdom,true,false,false,false,false,4,570,1610.46,2.835821,402.615,5.245798046,4926,306,0,2011-01-13,2011-11-15
13246.0,United Kingdom,true,false,false,false,false,7,1552,1922.1,10.853147,274.585714286,6.140894569,4920,312,0.013986,2011-01-13,2011-11-21
15687.0,United Kingdom,true,false,false,false,false,11,1308,2981.5,7.785714,271.045454545,9.230650155,4910,322,0.011905,2011-01-13,2011-12-01
16493.0,United Kingdom,true,false,false,false,false,6,1113,1329.66,17.951613,221.61,5.15372093,4974,257,0.096774,2011-01-14,2011-09-28
12490.0,France,false,false,true,false,false,10,3064,5417.93,12.506122,541.793,16.670553846,4907,324,0,2011-01-14,2011-12-04
12672.0,France,false,false,true,false,false,1,78,225.9,7.8,225.9,225.9,5231,0,0,2011-01-14,2011-01-14
13385.0,United Kingdom,true,false,false,false,false,1,281,534.57,8.028571,534.57,534.57,5231,0,0,2011-01-14,2011-01-14
15626.0,United Kingdom,true,false,false,false,false,2,766,675.8,15.632653,337.9,2.63984375,4976,255,0,2011-01-14,2011-09-26
12553.0,France,false,false,true,false,false,14,1924,3652.25,9.816327,260.875,11.342391304,4910,321,0.02551,2011-01-14,2011-12-01
15213.0,United Kingdom,true,false,false,false,false,3,270,325.05,10.8,108.35,27.0875,5220,11,0.04,2011-01-14,2011-01-25
14175.0,United Kingdom,true,false,false,false,false,7,1461,3108.06,8.908537,444.008571429,11.14,4953,278,0.091463,2011-01-14,2011-10-19
18106.0,United Kingdom,true,false,false,false,false,1,128,430.7,3.282051,430.7,430.7,5231,0,0,2011-01-14,2011-01-14
15033.0,United Kingdom,true,false,false,false,false,11,1692,2571.02,3.298246,233.729090909,7.886564417,4906,325,0.005848,2011-01-14,2011-12-05
16401.0,United Kingdom,true,false,false,false,false,20,3858,4061.24,19.484848,203.062,12.41969419,4903,326,0.060606,2011-01-16,2011-12-08
16206.0,United Kingdom,true,false,false,false,false,4,272,537.06,4.31746,134.265,1.960072993,4956,273,0,2011-01-16,2011-10-16
13782.0,United Kingdom,true,false,false,false,false,6,371,912,3.226087,152,2.886075949,4914,315,0,2011-01-16,2011-11-27
12924.0,United Kingdom,true,false,false,false,false,5,480,929.95,15.483871,185.99,3.874791667,4990,239,0.032258,2011-01-16,2011-09-12
16593.0,United Kingdom,true,false,false,false,false,3,116,330.03,4.296296,110.01,1.187158273,4952,277,0,2011-01-16,2011-10-20
13700.0,United Kingdom,true,false,false,false,false,10,2304,2265.12,11.695431,226.512,7.500397351,4928,301,0,2011-01-16,2011-11-13
15569.0,United Kingdom,true,false,false,false,false,5,666,1375.71,21.483871,275.142,5.981347826,5005,229,0,2011-01-11,2011-08-28
14185.0,United Kingdom,true,false,false,false,false,1,6,197.65,2,197.65,197.65,5233,0,0,2011-01-12,2011-01-12
14329.0,United Kingdom,true,false,false,false,false,14,3075,4928.74,11.431227,352.052857143,15.306645963,4910,321,0.037175,2011-01-14,2011-12-01
13064.0,United Kingdom,true,false,false,false,false,4,516,1119.49,7.478261,279.8725,3.542689873,4914,315,0,2011-01-16,2011-11-27
13048.0,United Kingdom,true,false,false,false,false,5,1230,1805.91,8.978102,361.182,5.751305732,4916,313,0.007299,2011-01-16,2011-11-25
18069.0,United Kingdom,true,false,false,false,false,7,1308,2021.82,2.771186,288.831428571,6.694768212,4928,301,0.004237,2011-01-16,2011-11-13
13634.0,United Kingdom,true,false,false,false,false,5,704,1575.16,3.744681,315.032,5.339525424,4935,294,0,2011-01-16,2011-11-06
16843.0,United Kingdom,true,false,false,false,false,17,10154,10183.82,26.791557,599.048235294,35.607762238,4944,285,0.002639,2011-01-16,2011-10-28
17064.0,United Kingdom,true,false,false,false,false,3,318,859.35,5.129032,286.45,3.182777778,4960,269,0,2011-01-16,2011-10-12
17609.0,United Kingdom,true,false,false,false,false,6,721,1103.92,3.029412,183.986666667,3.833055556,4942,287,0.004202,2011-01-16,2011-10-30
15673.0,United Kingdom,true,false,false,false,false,4,1514,2881.02,9.767742,720.255,12.00425,4990,239,0,2011-01-16,2011-09-12
12626.0,Germany,false,true,false,false,false,13,3350,6388.35,10.912052,491.411538462,21.014309211,4925,303,0.042345,2011-01-17,2011-11-16
14976.0,United Kingdom,true,false,false,false,false,8,230,765.86,3.150685,95.7325,2.836518519,4959,269,0.013699,2011-01-17,2011-10-13
12388.0,Australia,false,false,false,false,false,6,1462,2780.66,14.62,463.443333333,8.912371795,4917,311,0,2011-01-17,2011-11-24
13527.0,United Kingdom,true,false,false,false,false,8,1673,2263.76,7.46875,282.97,7.699863946,4935,293,0.004464,2011-01-17,2011-11-06
15696.0,United Kingdom,true,false,false,false,false,12,1022,2644.46,5.774011,220.371666667,8.994761905,4935,293,0.033898,2011-01-17,2011-11-06
15316.0,United Kingdom,true,false,false,false,false,1,100,165,100,165,165,5228,0,0,2011-01-17,2011-01-17
12673.0,Germany,false,true,false,false,false,2,351,610.52,8.357143,305.26,1.896024845,4907,321,0,2011-01-17,2011-12-04
15296.0,United Kingdom,true,false,false,false,false,10,1757,3610.31,8.785,361.031,12.757279152,4946,282,0.03,2011-01-17,2011-10-26
17988.0,United Kingdom,true,false,false,false,false,8,42,191.17,1.076923,23.89625,0.6049683544,4913,315,0.025641,2011-01-17,2011-11-28
12820.0,United Kingdom,true,false,false,false,false,4,722,942.34,12.237288,235.585,2.90845679,4905,323,0,2011-01-17,2011-12-06
13001.0,United Kingdom,true,false,false,false,false,15,5497,9797.92,16.073099,653.194666667,30.334117647,4906,322,0.008772,2011-01-17,2011-12-05
14101.0,United Kingdom,true,false,false,false,false,6,6942,5976.79,198.342857,996.131666667,23.530669291,4975,253,0,2011-01-17,2011-09-27
14238.0,United Kingdom,true,false,false,false,false,1,111,146.85,13.875,146.85,146.85,5228,0,0,2011-01-17,2011-01-17
17730.0,United Kingdom,true,false,false,false,false,15,3567,5288.83,16.213636,352.588666667,16.323549383,4905,323,0.009091,2011-01-17,2011-12-06
13929.0,United Kingdom,true,false,false,false,false,3,139,802.85,13.9,267.616666667,5.081329114,5071,157,0.1,2011-01-17,2011-06-23
14657.0,United Kingdom,true,false,false,false,false,5,465,838.27,3.661417,167.654,2.704096774,4919,309,0.007874,2011-01-17,2011-11-22
13859.0,United Kingdom,true,false,false,false,false,1,129,201.16,4.607143,201.16,201.16,5228,0,0,2011-01-17,2011-01-17
18212.0,United Kingdom,true,false,false,false,false,1,101,248.42,2.348837,248.42,248.42,5228,0,0,2011-01-17,2011-01-17
14292.0,United Kingdom,true,false,false,false,false,14,1643,4819.33,15.212963,344.237857143,15.06040625,4909,319,0.074074,2011-01-17,2011-12-02
13883.0,United Kingdom,true,false,false,false,false,9,1368,2538.75,8.825806,282.083333333,7.787576687,4903,325,0.083871,2011-01-17,2011-12-08
18233.0,United Kingdom,true,false,false,false,false,1,4,440,4,440,440,5227,0,0,2011-01-18,2011-01-18
17018.0,United Kingdom,true,false,false,false,false,2,176,920.1,11,460.05,3.217132867,4942,285,0,2011-01-18,2011-10-30
14242.0,United Kingdom,true,false,false,false,false,2,123,280.55,7.6875,140.275,3.049456522,5136,91,0,2011-01-18,2011-04-19
12356.0,Portugal,false,false,false,false,false,3,1591,2811.43,26.966102,937.143333333,9.248125,4924,303,0,2011-01-18,2011-11-17
12346.0,United Kingdom,true,false,false,false,false,2,0,0,0,0,0,5227,0,0.5,2011-01-18,2011-01-18
13898.0,United Kingdom,true,false,false,false,false,1,133,155.93,11.083333,155.93,155.93,5227,0,0,2011-01-18,2011-01-18
16948.0,United Kingdom,true,false,false,false,false,3,1614,435.02,84.947368,145.006666667,2.31393617,5040,187,0,2011-01-18,2011-07-24
16997.0,United Kingdom,true,false,false,false,false,3,360,702,30,234,18.473684211,5190,37,0,2011-01-18,2011-02-24
12527.0,Germany,false,true,false,false,false,3,234,348.71,13,116.236666667,1.423306122,4983,244,0,2011-01-18,2011-09-19
15395.0,United Kingdom,true,false,false,false,false,1,17,107.45,2.428571,107.45,107.45,5227,0,0,2011-01-18,2011-01-18
13693.0,United Kingdom,true,false,false,false,false,2,-6,-32,-1.5,-16,-32,5227,0,1,2011-01-18,2011-01-18
13263.0,United Kingdom,true,false,false,false,false,35,4780,7454.07,2.850328,212.973428571,22.9356,4903,324,0,2011-01-18,2011-12-08
14428.0,United Kingdom,true,false,false,false,false,7,428,1230.14,2.891892,175.734285714,3.856238245,4909,318,0.027027,2011-01-18,2011-12-02
12451.0,Switzerland,false,false,false,false,false,6,6455,8933.52,18.183099,1488.92,28.360380952,4912,314,0.002817,2011-01-19,2011-11-29
12422.0,Australia,false,false,false,false,false,3,370,803.56,9.487179,267.853333333,3.49373913,4997,229,0,2011-01-19,2011-09-05
17708.0,United Kingdom,true,false,false,false,false,2,91,267.08,2.6,133.54,1.935362319,5089,137,0,2011-01-19,2011-06-05
14090.0,United Kingdom,true,false,false,false,false,1,72,76.32,72,76.32,76.32,5226,0,0,2011-01-19,2011-01-19
15606.0,United Kingdom,true,false,false,false,false,11,720,2422.64,7.912088,220.24,9.039701493,4959,267,0.153846,2011-01-19,2011-10-13
15831.0,United Kingdom,true,false,false,false,false,4,1097,747.76,15.898551,186.94,2.800599251,4960,266,0.014493,2011-01-19,2011-10-12
13310.0,United Kingdom,true,false,false,false,false,6,575,1083.63,7.467532,180.605,3.418391167,4910,316,0.064935,2011-01-19,2011-12-01
14916.0,United Kingdom,true,false,false,false,false,5,1132,1264.84,14.329114,252.968,4.960156863,4972,254,0.025316,2011-01-19,2011-09-30
17602.0,United Kingdom,true,false,false,false,false,8,4135,5050.77,7.318584,631.34625,15.637058824,4904,322,0.00885,2011-01-19,2011-12-07
14572.0,United Kingdom,true,false,false,false,false,10,1425,2803.69,5.21978,280.369,8.707111801,4905,321,0.010989,2011-01-19,2011-12-06
13502.0,United Kingdom,true,false,false,false,false,3,264,292,14.666667,97.333333333,0.9480519481,4918,307,0,2011-01-20,2011-11-23
14784.0,United Kingdom,true,false,false,false,false,2,237,289.99,15.8,144.995,0.9731208054,4928,297,0,2011-01-20,2011-11-13
15938.0,United Kingdom,true,false,false,false,false,5,240,404.58,13.333333,80.916,1.908396226,5014,211,0,2011-01-20,2011-08-19
12637.0,France,false,false,true,false,false,10,2990,5953.25,7.588832,595.325,23.164396887,4969,256,0.010152,2011-01-20,2011-10-03
17418.0,United Kingdom,true,false,false,false,false,2,289,463.46,9.633333,231.73,1.643475177,4944,281,0,2011-01-20,2011-10-28
14779.0,United Kingdom,true,false,false,false,false,3,84,386.15,2.04878,128.716666667,8.776136364,5182,43,0,2011-01-20,2011-03-04
16321.0,Australia,false,false,false,false,false,7,78,230.7,4.875,32.957142857,0.9154761905,4974,251,0.25,2011-01-20,2011-09-28
15262.0,United Kingdom,true,false,false,false,false,1,73,178.95,7.3,178.95,178.95,5225,0,0,2011-01-20,2011-01-20
17862.0,United Kingdom,true,false,false,false,false,1,100,330.9,9.090909,330.9,330.9,5225,0,0,2011-01-20,2011-01-20
16892.0,United Kingdom,true,false,false,false,false,7,235,496.84,2.326733,70.977142857,1.538204334,4903,322,0.019802,2011-01-20,2011-12-08
12402.0,Belgium,false,false,false,false,false,1,94,225.6,8.545455,225.6,225.6,5225,0,0,2011-01-20,2011-01-20
17771.0,United Kingdom,true,false,false,false,false,2,287,245.81,5.314815,122.905,0.9172014925,4958,267,0,2011-01-20,2011-10-14
15422.0,United Kingdom,true,false,false,false,false,2,38,97.7,6.333333,48.85,97.7,5225,0,0,2011-01-20,2011-01-20
14770.0,United Kingdom,true,false,false,false,false,2,490,876.42,9.423077,438.21,9.526304348,5134,91,0,2011-01-20,2011-04-21
16912.0,United Kingdom,true,false,false,false,false,14,1014,2528.67,9.657143,180.619285714,8.40089701,4925,300,0.038095,2011-01-20,2011-11-16
15174.0,United Kingdom,true,false,false,false,false,1,145,135.75,13.181818,135.75,135.75,5224,0,0,2011-01-21,2011-01-21
14895.0,United Kingdom,true,false,false,false,false,24,4823,11020.26,9.531621,459.1775,34.874240506,4909,315,0.01581,2011-01-21,2011-12-02
12594.0,Italy,false,false,false,false,false,11,1776,3320.22,14.92437,301.838181818,11.609160839,4939,285,0.008403,2011-01-21,2011-11-02
17504.0,United Kingdom,true,false,false,false,false,10,1456,2745.28,10.4,274.528,23.463931624,5108,116,0.092857,2011-01-21,2011-05-17
16387.0,United Kingdom,true,false,false,false,false,1,44,94.36,11,94.36,94.36,5224,0,0,2011-01-21,2011-01-21
12664.0,Finland,false,false,false,false,false,10,1202,4863.88,31.631579,486.388,15.440888889,4910,314,0.026316,2011-01-21,2011-12-01
16618.0,United Kingdom,true,false,false,false,false,6,1362,2630.64,14.041237,438.44,9.009041096,4933,291,0.010309,2011-01-21,2011-11-08
17277.0,United Kingdom,true,false,false,false,false,2,430,1065.35,6.231884,532.675,11.097395833,5129,95,0,2011-01-21,2011-04-26
14088.0,United Kingdom,true,false,false,false,false,14,12593,50415.49,21.344068,3601.106428571,161.071853035,4912,312,0.001695,2011-01-21,2011-11-29
12510.0,Spain,false,false,false,false,true,2,353,982.57,10.69697,491.285,5.340054348,5044,183,0,2011-01-18,2011-07-20
17094.0,United Kingdom,true,false,false,false,false,2,148,270.2,9.866667,135.1,54.04,5220,4,0.066667,2011-01-21,2011-01-25
14692.0,United Kingdom,true,false,false,false,false,5,255,582.05,3.695652,116.41,3.129301075,5039,185,0.014493,2011-01-21,2011-07-25
12970.0,United Kingdom,true,false,false,false,false,4,310,452.24,2.05298,113.06,1.431139241,4909,315,0,2011-01-21,2011-12-02
17889.0,United Kingdom,true,false,false,false,false,2,79,203.87,3.761905,101.935,1.836666667,5114,110,0,2011-01-21,2011-05-11
17644.0,United Kingdom,true,false,false,false,false,17,1741,2768.98,10.301775,162.881176471,8.59931677,4903,321,0.071006,2011-01-21,2011-12-08
17714.0,United Kingdom,true,false,false,false,false,1,92,153,9.2,153,153,5222,0,0,2011-01-23,2011-01-23
12916.0,United Kingdom,true,false,false,false,false,5,1111,2982.35,10.192661,596.47,16.296994536,5040,182,0.018349,2011-01-23,2011-07-24
17769.0,United Kingdom,true,false,false,false,false,12,1857,3960.63,5.932907,330.0525,12.817572816,4914,308,0.009585,2011-01-23,2011-11-27
14450.0,United Kingdom,true,false,false,false,false,3,241,483.25,6.025,161.083333333,3.427304965,5082,140,0,2011-01-23,2011-06-12
16085.0,United Kingdom,true,false,false,false,false,5,636,981.51,3.808383,196.302,3.293657718,4925,297,0,2011-01-23,2011-11-16
13659.0,United Kingdom,true,false,false,false,false,3,879,1550.85,8.138889,516.95,12.506854839,5099,123,0.037037,2011-01-23,2011-05-26
15167.0,United Kingdom,true,false,false,false,false,1,67,163,1.634146,163,163,5222,0,0,2011-01-23,2011-01-23
14224.0,United Kingdom,true,false,false,false,false,4,514,1050.12,4.355932,262.53,4.976872038,5012,210,0,2011-01-23,2011-08-21
13742.0,United Kingdom,true,false,false,false,false,14,1116,3102.42,3.455108,221.601428571,10.171868852,4918,304,0.006192,2011-01-23,2011-11-23
17673.0,United Kingdom,true,false,false,false,false,7,1485,1622.22,6.513158,231.745714286,5.0694375,4903,319,0.004386,2011-01-23,2011-12-08
12727.0,France,false,false,true,false,false,9,2085,3947.7,14.787234,438.633333333,12.693569132,4912,310,0.014184,2011-01-23,2011-11-29
14068.0,United Kingdom,true,false,false,false,false,1,73,265.85,3.041667,265.85,265.85,5222,0,0,2011-01-23,2011-01-23
13068.0,United Kingdom,true,false,false,false,false,2,200,344,100,172,1.109677419,4912,309,0,2011-01-24,2011-11-29
14368.0,United Kingdom,true,false,false,false,false,1,36,155,4.5,155,155,5221,0,0,2011-01-24,2011-01-24
15497.0,United Kingdom,true,false,false,false,false,3,622,1259.7,38.875,419.9,4.157425743,4919,302,0.0625,2011-01-24,2011-11-22
12559.0,Germany,false,true,false,false,false,3,281,536.21,12.772727,178.736666667,53.621,5212,9,0.045455,2011-01-24,2011-02-02
13819.0,United Kingdom,true,false,false,false,false,3,1109,1140.35,30.805556,380.116666667,60.018421053,5203,18,0,2011-01-24,2011-02-11
14501.0,United Kingdom,true,false,false,false,false,3,119,190.31,9.916667,63.436666667,0.7433984375,4966,255,0.166667,2011-01-24,2011-10-06
14782.0,United Kingdom,true,false,false,false,false,1,114,200.1,19,200.1,200.1,5221,0,0,2011-01-24,2011-01-24
17861.0,United Kingdom,true,false,false,false,false,9,1968,2059.2,8.825112,228.8,6.495899054,4905,316,0.004484,2011-01-24,2011-12-06
14439.0,Greece,false,false,false,false,false,1,526,2661.24,16.4375,2661.24,2661.24,5221,0,0,2011-01-24,2011-01-24
18161.0,United Kingdom,true,false,false,false,false,6,810,1612.79,10,268.798333333,5.202548387,4912,309,0.012346,2011-01-24,2011-11-29
15820.0,United Kingdom,true,false,false,false,false,1,128,206.98,7.529412,206.98,206.98,5221,0,0,2011-01-24,2011-01-24
18136.0,United Kingdom,true,false,false,false,false,4,373,761.83,9.564103,190.4575,2.964319066,4965,256,0.025641,2011-01-24,2011-10-07
16660.0,United Kingdom,true,false,false,false,false,5,451,810.45,26.529412,162.09,2.665953947,4918,303,0.058824,2011-01-24,2011-11-23
12693.0,Germany,false,true,false,false,false,6,250,830.96,6.097561,138.493333333,4.1548,5022,199,0.04878,2011-01-24,2011-08-11
12625.0,Germany,false,true,false,false,false,3,1577,2614.32,17.32967,871.44,23.984587156,5113,108,0.054945,2011-01-24,2011-05-12
13396.0,United Kingdom,true,false,false,false,false,4,592,1325.29,12.595745,331.3225,4.432408027,4923,298,0.085106,2011-01-24,2011-11-18
12935.0,United Kingdom,true,false,false,false,false,8,1852,2156.45,14.246154,269.55625,6.781289308,4904,317,0.007692,2011-01-24,2011-12-07
16730.0,United Kingdom,true,false,false,false,false,4,898,702.79,10.690476,175.6975,2.622350746,4954,267,0.02381,2011-01-24,2011-10-18
14541.0,United Kingdom,true,false,false,false,false,8,647,1461.65,5.828829,182.70625,5.578816794,4960,261,0,2011-01-24,2011-10-12
13551.0,United Kingdom,true,false,false,false,false,1,12,91.8,3,91.8,91.8,5221,0,0,2011-01-24,2011-01-24
12421.0,Spain,false,false,false,false,true,5,483,806.27,10.5,161.254,2.643508197,4917,304,0.021739,2011-01-24,2011-11-24
15797.0,United Kingdom,true,false,false,false,false,4,873,2207.4,109.125,551.85,10.663768116,5015,206,0,2011-01-24,2011-08-18
15052.0,United Kingdom,true,false,false,false,false,1,82,215.78,2.733333,215.78,215.78,5221,0,0,2011-01-24,2011-01-24
14130.0,United Kingdom,true,false,false,false,false,1,258,483.86,3.850746,483.86,483.86,5221,0,0,2011-01-24,2011-01-24
15222.0,United Kingdom,true,false,false,false,false,1,440,585,88,585,585,5220,0,0,2011-01-25,2011-01-25
13615.0,United Kingdom,true,false,false,false,false,2,183,399.99,7.625,199.995,57.141428571,5214,6,0.041667,2011-01-25,2011-01-31
13901.0,United Kingdom,true,false,false,false,false,5,1739,2867.2,11.671141,573.44,11.608097166,4974,246,0,2011-01-25,2011-09-28
13158.0,United Kingdom,true,false,false,false,false,4,784,1201.06,9.924051,300.265,5.338044444,4996,224,0,2011-01-25,2011-09-06
14257.0,United Kingdom,true,false,false,false,false,6,1677,3087.27,15.672897,514.545,11.519664179,4953,267,0.009346,2011-01-25,2011-10-19
15218.0,United Kingdom,true,false,false,false,false,11,3329,5756.89,20.054217,523.353636364,18.630711974,4912,308,0,2011-01-25,2011-11-29
15110.0,United Kingdom,true,false,false,false,false,7,240,970.25,6,138.607142857,3.277871622,4925,295,0.125,2011-01-25,2011-11-16
14534.0,United Kingdom,true,false,false,false,false,25,1925,4075.35,3.449821,163.014,12.855993691,4904,316,0.069892,2011-01-25,2011-12-07
15967.0,United Kingdom,true,false,false,false,false,2,211,418.83,2.511905,209.415,1.414966216,4925,295,0,2011-01-25,2011-11-16
16757.0,United Kingdom,true,false,false,false,false,1,81,106.83,11.571429,106.83,106.83,5220,0,0,2011-01-25,2011-01-25
12854.0,United Kingdom,true,false,false,false,false,5,622,1289.15,5.408696,257.83,5.349170124,4980,240,0.043478,2011-01-25,2011-09-22
13815.0,Germany,false,true,false,false,false,5,2557,4014.91,14.446328,802.982,13.518215488,4924,296,0.00565,2011-01-25,2011-11-17
